index,status_group
60467,functional needs repair
52781,functional
48068,functional
12795,functional
62024,non functional
14854,non functional
68405,non functional
30699,functional
22408,functional needs repair
38765,non functional
53511,non functional
36027,non functional
58181,non functional
39238,non functional
26288,functional
13497,functional needs repair
15750,functional
8432,non functional
18413,functional
30566,functional needs repair
72254,functional
12140,functional
25550,non functional
57903,functional
38214,functional
42661,functional
38149,functional
20714,functional
27167,functional
46961,functional
5952,non functional
36392,non functional
34925,non functional
21560,functional
44006,functional
14656,non functional
22519,non functional
41047,functional
57052,non functional
46895,functional
42585,non functional
17437,functional
19484,functional
51153,functional
58912,functional
68485,functional
3020,functional
38176,functional
51621,functional
72491,functional
45546,functional
21176,non functional
62765,functional
32251,functional
37454,functional
18034,functional
34380,functional
13388,functional
22049,non functional
39639,non functional
43008,functional needs repair
20381,functional
22424,functional
71221,non functional
9706,functional
34154,functional
57163,functional
30027,non functional
61031,functional
25078,functional
50248,non functional
52874,functional
17191,non functional
45999,functional
66033,functional
5418,non functional
65576,functional
38569,functional
26761,functional
60943,non functional
29524,functional
7641,functional
64186,functional
30821,non functional
44765,non functional
29428,functional needs repair
36845,functional
47707,non functional
72412,functional
37003,functional
57757,non functional
65519,functional
15822,functional
15765,functional
5006,non functional
72414,functional
54750,functional
40231,functional
2402,non functional
20010,non functional
52971,functional
11777,non functional
56197,functional
46564,functional
42525,non functional
37127,functional
64047,functional
18364,functional
46150,functional
8548,non functional
10678,functional
3997,non functional
58068,non functional
66022,non functional
42587,functional
22667,non functional
8168,non functional
61739,non functional
21586,non functional
68250,non functional
53734,functional
7668,functional needs repair
57907,functional
37027,functional
38860,functional needs repair
67188,functional
24735,functional
40301,non functional
26326,non functional
63753,functional
41524,non functional
50455,non functional
20559,functional
13941,non functional
45871,functional
20027,non functional
1447,functional
64239,functional
30440,non functional
20360,functional
8327,functional
16759,functional
57547,non functional
12949,functional
64784,functional
18253,non functional
47131,functional needs repair
2812,functional
34209,functional
22689,functional
20519,functional
72163,non functional
4200,functional
5671,functional
46299,non functional
45672,functional
22265,functional
70310,functional needs repair
54102,functional
23554,functional
56152,non functional
63289,functional
43259,non functional
58918,functional
26441,non functional
34150,non functional
29492,functional
39249,functional
23735,functional
4685,functional
7107,non functional
16289,non functional
53842,functional
23780,functional
37631,non functional
14092,functional
8029,functional
14450,functional
69860,non functional
37682,functional
7496,non functional
47666,functional
52863,functional
10887,functional
34450,functional
73314,non functional
28018,non functional
44784,functional
65658,functional
64429,functional
29630,non functional
43094,functional
31998,functional
46916,non functional
6626,functional
2883,non functional
60684,non functional
11406,functional
4311,non functional
47561,functional needs repair
3708,non functional
14592,non functional
47288,non functional
53330,functional
30395,functional needs repair
53086,functional
67306,functional
52298,functional
56524,functional
68486,functional
53248,non functional
63848,non functional
41289,non functional
56580,functional
45198,functional
52396,functional
18587,non functional
68168,non functional
16774,non functional
13829,functional needs repair
65134,functional
1731,functional
5034,functional
42256,non functional
56009,non functional
37210,functional
44907,functional
55817,non functional
31753,non functional
51196,non functional
50193,functional
54741,non functional
72665,functional
58947,non functional
29410,functional
9088,functional
49184,functional
